age,gender,contract_type,payment_method,tenure_months,monthly_charges,total_charges,avg_call_minutes,num_support_tickets,has_international_plan,region,Churn
34,F,Month-to-month,Electronic check,6,70.17,177.82,389.3,0,No,Central,0
29,F,Month-to-month,Credit card,42,93.8,4048.63,287.7,2,No,South,1
72,M,Two year,Bank transfer,44,71.67,3154.92,285.3,1,No,Central,0
47,F,Month-to-month,Electronic check,15,91.17,1239.46,218.2,1,No,South,0
20,M,Month-to-month,Mailed check,53,27.200000000000003,1645.99,162.4,2,No,South,0
82,F,Month-to-month,Electronic check,5,71.0,738.12,202.3,4,No,South,1
80,M,Two year,Mailed check,21,85.81,1545.72,398.7,0,No,South,0
66,F,Month-to-month,Bank transfer,56,87.83,4964.23,202.5,1,No,Central,0
55,M,Month-to-month,Credit card,47,12.75,787.36,125.2,1,No,East,0
35,M,Month-to-month,Credit card,9,48.02,304.79,282.1,0,No,North,0
64,F,Month-to-month,Electronic check,41,75.43,3126.21,306.3,3,No,Central,1
36,M,Month-to-month,Electronic check,61,62.03,3802.27,208.7,2,No,East,0
19,F,Month-to-month,Credit card,71,76.38,5591.58,336.0,0,No,East,0
40,M,One year,Electronic check,52,63.56999999999999,3364.26,158.1,1,No,Central,0
24,F,Month-to-month,Bank transfer,14,48.74,575.97,308.6,2,No,East,0
63,F,Month-to-month,Credit card,71,83.09,6065.29,258.2,0,No,South,0
26,M,Month-to-month,Credit card,60,96.74,5814.83,208.6,2,No,South,0
40,M,Month-to-month,Mailed check,50,55.39,2845.37,266.2,0,No,Central,0
49,F,Month-to-month,Mailed check,4,106.98,112.97,390.5,0,No,West,0
58,M,One year,Electronic check,41,34.129999999999995,1119.19,110.5,1,No,Central,1
33,M,Month-to-month,Bank transfer,45,53.78,2474.43,320.5,1,No,Central,0
64,F,Month-to-month,Credit card,53,78.99,4241.01,247.8,0,No,East,0
78,F,Two year,Electronic check,72,100.22,7323.32,322.3,1,Yes,South,0
47,F,Two year,Bank transfer,22,70.18,1406.84,265.1,0,No,West,0
43,M,Month-to-month,Credit card,24,38.88,871.91,281.4,2,No,South,0
69,F,Month-to-month,Electronic check,13,66.9,800.82,267.0,0,Yes,Central,0
60,M,One year,Mailed check,41,91.17,3682.9,225.1,0,No,Central,0
63,F,Month-to-month,Electronic check,52,114.32,5825.62,259.0,2,No,North,0
41,F,Two year,Electronic check,69,87.96,6204.83,230.1,1,Yes,North,0
22,M,One year,Electronic check,7,79.12,810.74,142.0,2,Yes,Central,1
80,M,One year,Electronic check,70,98.99,7053.65,238.8,0,No,North,0
52,M,Month-to-month,Electronic check,32,64.65,2127.79,229.2,2,No,East,1
73,F,Month-to-month,Electronic check,27,81.64,2385.85,257.3,1,No,South,1
37,M,Month-to-month,Bank transfer,58,63.84,3487.98,133.4,3,No,South,1
22,F,Month-to-month,Mailed check,4,67.78,622.96,277.1,1,No,South,1
51,F,Month-to-month,Electronic check,32,94.07,2889.94,245.5,1,No,East,0
71,M,Two year,Electronic check,74,57.99,4435.2,232.0,0,No,North,0
37,M,Two year,Electronic check,0,65.46000000000001,-56.84,309.0,2,Yes,East,1
66,F,Month-to-month,Electronic check,3,31.99,36.12,184.1,2,No,North,0
43,M,Two year,Bank transfer,21,38.69,823.86,213.3,1,No,East,0
56,F,Month-to-month,Bank transfer,24,64.77,1484.76,350.0,0,Yes,South,0
83,F,Month-to-month,Credit card,11,86.84,687.0,215.6,1,No,West,0
24,M,Month-to-month,Mailed check,26,52.69,1485.38,220.6,1,No,North,0
26,F,Month-to-month,Bank transfer,9,61.64,325.58,266.0,0,Yes,West,0
51,M,Month-to-month,Mailed check,38,74.85,2871.94,280.9,1,No,Central,0
35,M,Month-to-month,Mailed check,19,28.840000000000003,518.42,37.9,0,No,North,0
50,F,Month-to-month,Electronic check,44,51.07,2060.86,277.8,1,No,South,1
71,F,Month-to-month,Electronic check,15,31.11,467.85,176.6,2,No,West,0
76,F,One year,Bank transfer,54,31.18,1840.2,357.2,0,No,South,0
34,M,One year,Mailed check,29,41.45,1155.27,356.7,1,No,East,0
37,F,Month-to-month,Electronic check,19,45.8,861.34,221.9,1,No,Central,0
62,M,Month-to-month,Electronic check,25,25.97,592.9,375.0,2,No,East,0
45,M,Month-to-month,Mailed check,12,74.63,631.37,230.7,3,No,East,0
28,M,Month-to-month,Electronic check,22,49.17,1058.96,286.4,1,No,East,0
45,M,Month-to-month,Bank transfer,5,51.03,56.92,167.7,0,No,West,0
64,M,Two year,Bank transfer,28,52.64,1444.96,284.6,0,No,South,0
70,M,Two year,Bank transfer,57,79.67,4536.25,215.4,0,No,South,0
46,M,Month-to-month,Electronic check,16,33.7,438.54,177.0,2,No,South,0
56,M,Month-to-month,Electronic check,48,99.24,4703.81,384.1,2,No,North,0
32,F,Month-to-month,Credit card,17,69.08,1345.15,214.1,2,No,Central,1
22,F,Month-to-month,Bank transfer,11,57.68,508.02,217.0,0,No,East,0
22,F,Month-to-month,Mailed check,31,9.37,374.67,203.1,1,Yes,Central,0
48,M,One year,Electronic check,62,62.290000000000006,3950.9,157.9,0,No,South,0
49,M,Month-to-month,Mailed check,18,70.63,1194.46,233.8,3,No,West,0
71,M,Month-to-month,Mailed check,68,51.73,3671.25,195.9,0,Yes,Central,0
45,M,Month-to-month,Electronic check,41,65.62,2777.57,249.2,0,No,North,0
56,M,One year,Credit card,64,69.16,4531.42,215.6,0,No,West,0
62,M,One year,Bank transfer,67,68.82,4615.64,239.3,0,No,Central,0
49,M,One year,Electronic check,18,58.43,939.12,333.0,0,No,East,0
51,F,One year,Credit card,33,107.92,3308.62,321.8,0,No,South,0
35,F,Month-to-month,Bank transfer,52,30.56,1716.27,61.0,1,No,South,0
78,M,Month-to-month,Credit card,10,51.64,680.45,266.2,2,No,West,1
80,F,Month-to-month,Electronic check,72,43.87,3343.27,271.2,2,No,Central,0
62,F,Two year,Electronic check,19,33.48,618.25,204.6,0,No,South,0
65,M,One year,Electronic check,47,100.61,4826.44,398.3,3,No,South,1
40,F,Month-to-month,Electronic check,11,81.29,1164.67,292.1,3,No,North,1
21,M,One year,Bank transfer,17,88.62,1378.33,191.9,1,Yes,East,0
60,F,Month-to-month,Credit card,54,84.09,4538.17,228.8,0,No,South,0
31,F,Month-to-month,Electronic check,32,61.3,1881.9,312.2,1,No,East,0
67,M,One year,Mailed check,57,9.6,822.96,222.7,1,No,South,0
45,M,One year,Bank transfer,9,70.99,418.17,279.8,0,No,South,0
31,F,One year,Mailed check,27,82.45,2126.6,241.9,0,No,North,0
80,F,One year,Electronic check,3,34.5,-20.02,321.8,1,No,North,0
24,F,Month-to-month,Mailed check,65,48.41,3319.98,236.9,0,Yes,West,0
83,M,Month-to-month,Bank transfer,46,90.35,3979.13,237.6,0,Yes,East,0
65,F,Month-to-month,Electronic check,22,83.25,1688.69,275.9,0,No,East,0
54,F,Month-to-month,Credit card,64,62.8,4100.19,333.8,3,No,East,0
38,F,Month-to-month,Electronic check,0,92.56,8.0,240.4,3,No,East,1
83,M,Month-to-month,Bank transfer,46,23.9,1201.27,266.7,0,No,Central,0
54,F,Month-to-month,Electronic check,28,65.59,1792.55,180.3,1,No,West,0
42,M,Month-to-month,Electronic check,35,135.82,5201.73,302.5,2,No,West,1
21,F,Two year,Bank transfer,36,47.98,1777.24,309.8,0,No,West,0
32,F,Month-to-month,Electronic check,9,40.74,449.07,170.1,3,No,East,1
21,M,Month-to-month,Electronic check,48,63.1,3004.84,213.2,1,Yes,South,0
72,F,One year,Electronic check,16,91.34,1222.49,157.8,1,No,North,0
50,F,One year,Electronic check,18,121.76,1879.87,311.9,0,Yes,South,0
39,F,Month-to-month,Electronic check,1,104.78,656.23,241.1,2,No,Central,1
38,M,One year,Credit card,49,97.88,4753.46,168.4,2,No,Central,0
34,F,Two year,Electronic check,44,33.45,1658.1,216.0,1,No,South,0
21,M,Month-to-month,Electronic check,42,95.95,4187.71,201.3,3,No,Central,1
27,M,One year,Electronic check,21,54.1,1044.77,87.5,0,No,West,0
38,M,Month-to-month,Electronic check,15,74.77,1368.13,194.7,2,No,South,1
47,F,Month-to-month,Electronic check,11,75.09,590.87,287.6,0,No,South,0
26,F,One year,Bank transfer,35,33.17,1155.22,320.6,2,No,South,0
40,F,One year,Electronic check,49,92.3,4492.46,193.0,0,No,North,0
33,F,Month-to-month,Mailed check,71,100.1,7228.27,484.2,0,No,South,0
57,M,One year,Electronic check,72,44.41,3454.36,287.7,0,No,South,0
70,M,Month-to-month,Bank transfer,69,73.05,5195.36,135.5,0,Yes,East,0
34,M,One year,Electronic check,26,68.64,1879.08,229.8,1,Yes,South,1
42,F,Month-to-month,Electronic check,10,74.09,1041.13,366.5,3,Yes,North,1
52,F,Two year,Bank transfer,3,33.7,26.81,433.5,1,Yes,West,0
19,M,Month-to-month,Electronic check,29,98.58,2692.71,343.8,1,No,South,0
59,F,One year,Electronic check,9,101.99,1367.52,359.3,1,No,South,1
60,M,Month-to-month,Bank transfer,43,51.55,2256.82,205.6,1,No,North,0
63,M,One year,Credit card,12,55.46,466.54,334.4,0,No,East,0
68,M,Month-to-month,Bank transfer,9,98.87,639.25,244.6,2,No,North,0
50,F,Month-to-month,Mailed check,15,56.24,697.56,219.1,1,No,Central,0
46,F,Month-to-month,Credit card,16,54.46,734.68,291.6,0,No,North,0
54,M,Month-to-month,Bank transfer,50,17.48,1004.74,172.0,0,No,Central,0
74,M,Two year,Electronic check,0,84.49,273.99,318.3,1,No,East,1
31,F,Month-to-month,Mailed check,59,53.22,3166.01,297.9,0,No,Central,0
42,F,One year,Electronic check,58,67.77,4012.76,215.2,0,No,Central,0
61,M,Month-to-month,Mailed check,54,77.17,4151.79,234.3,0,No,East,0
22,F,One year,Electronic check,67,80.24,5474.16,366.9,1,Yes,West,0
70,M,Month-to-month,Electronic check,62,37.36,2478.09,240.7,1,No,Central,0
51,F,Two year,Electronic check,60,79.4,4850.12,313.8,0,No,East,0
81,F,Month-to-month,Credit card,20,67.95,1173.52,197.1,1,No,North,0
48,F,Month-to-month,Mailed check,28,73.95,1988.14,278.4,1,No,West,0
35,M,Month-to-month,Mailed check,55,75.57,4136.31,146.5,2,No,West,0
28,F,Two year,Electronic check,68,64.62,4534.55,132.4,1,No,South,0
73,F,Month-to-month,Electronic check,57,76.12,4312.08,328.9,0,No,North,0
78,F,Month-to-month,Electronic check,58,65.37,3811.66,186.0,0,No,West,0
23,F,Month-to-month,Electronic check,8,134.17,673.6,194.2,1,No,North,0
61,F,One year,Mailed check,55,69.18,3849.25,462.8,1,No,North,0
34,M,Month-to-month,Bank transfer,0,57.65,230.07,267.1,3,No,South,1
22,F,Month-to-month,Electronic check,12,157.5,1443.67,377.0,1,No,West,0
25,M,Two year,Bank transfer,51,90.5,4587.81,241.6,1,No,North,0
71,M,Month-to-month,Bank transfer,26,66.5,1641.45,237.5,3,No,Central,0
44,F,Month-to-month,Credit card,69,54.59,3960.2,215.1,1,No,East,0
64,F,One year,Electronic check,69,56.28,4107.97,342.8,0,Yes,West,0
29,M,Month-to-month,Electronic check,34,59.09,1990.13,287.8,2,No,West,1
58,F,Month-to-month,Electronic check,39,74.12,2720.98,287.6,3,Yes,West,0
42,M,Two year,Credit card,45,41.97,2085.52,266.6,0,Yes,North,0
75,M,Two year,Electronic check,19,5.0,150.95,142.9,0,No,East,0
66,F,Month-to-month,Electronic check,33,107.36,3810.79,204.4,2,No,East,1
66,M,Month-to-month,Mailed check,50,69.33,3475.37,190.8,2,No,West,0
39,F,Month-to-month,Electronic check,36,43.75,1411.11,173.9,2,No,South,1
26,F,Month-to-month,Credit card,68,75.52,5156.66,108.0,0,Yes,Central,0
37,F,Month-to-month,Credit card,29,118.57,3832.28,266.0,1,No,Central,1
79,F,One year,Credit card,60,61.73,3837.6,337.2,1,Yes,North,0
36,F,One year,Bank transfer,18,74.95,1202.26,425.0,1,No,South,0
67,M,One year,Electronic check,37,106.43,3771.62,151.2,2,Yes,North,0
61,M,Two year,Bank transfer,35,75.95,2510.76,294.9,0,No,Central,0
29,M,Month-to-month,Credit card,7,91.21,393.19,330.3,0,No,Central,0
57,M,One year,Bank transfer,37,95.79,3509.48,216.8,1,No,West,0
39,M,One year,Credit card,60,103.94,6220.24,254.7,0,No,South,0
70,M,Month-to-month,Credit card,29,73.71000000000001,2308.65,352.7,1,No,East,1
82,F,Month-to-month,Credit card,0,49.94,240.14,307.5,2,No,Central,1
33,M,One year,Mailed check,4,72.39,34.25,185.8,0,No,West,0
48,F,Month-to-month,Bank transfer,29,41.63,1282.45,365.7,1,No,South,0
32,M,Month-to-month,Electronic check,70,81.08,5812.01,175.3,0,No,East,0
63,M,One year,Credit card,42,72.26,3077.85,316.5,0,No,North,0
37,M,One year,Electronic check,70,45.98,3395.1,257.4,0,No,North,0
84,F,One year,Bank transfer,57,74.5,4283.37,117.4,0,No,North,0
44,F,One year,Electronic check,47,118.22,5384.57,148.1,1,No,West,0
48,M,Two year,Electronic check,29,51.62,1503.83,365.3,0,No,East,0
25,M,Month-to-month,Electronic check,68,40.62,3021.18,379.6,1,No,South,0
19,M,Month-to-month,Electronic check,25,95.47,2658.63,162.0,1,No,South,1
53,F,Month-to-month,Electronic check,63,24.57,1773.81,265.0,1,No,South,0
57,F,Month-to-month,Credit card,55,52.43,3052.35,94.3,1,No,West,0
24,M,Month-to-month,Mailed check,73,89.21,6606.89,213.6,0,No,South,0
49,F,Month-to-month,Electronic check,69,105.85,7289.33,260.0,2,No,North,0
26,M,Month-to-month,Credit card,73,51.67,4028.13,367.2,1,Yes,South,0
79,F,One year,Electronic check,67,65.65,4523.07,161.0,1,No,Central,0
33,F,One year,Bank transfer,26,64.7,1828.39,350.2,2,Yes,Central,1
26,M,Month-to-month,Electronic check,51,74.52,3852.12,80.2,3,No,South,0
24,F,One year,Electronic check,10,99.69,801.13,315.2,0,No,South,0
23,M,Month-to-month,Electronic check,55,62.09,3476.62,343.2,1,No,East,0
79,F,Month-to-month,Credit card,35,73.91,2576.32,400.2,1,No,West,0
53,M,Month-to-month,Electronic check,10,86.68,632.26,335.2,0,No,East,0
23,F,Month-to-month,Bank transfer,72,76.23,5618.16,90.4,1,No,South,0
26,F,Month-to-month,Mailed check,32,40.45,1302.18,304.1,1,No,West,0
68,F,Month-to-month,Electronic check,43,60.33,2634.53,366.3,1,No,East,0
20,M,Month-to-month,Electronic check,41,78.04,3173.18,191.5,1,Yes,Central,0
84,F,Month-to-month,Electronic check,52,80.7,4166.32,145.3,1,Yes,South,0
40,M,Two year,Electronic check,31,61.41,1915.1,312.9,0,No,Central,0
45,M,Month-to-month,Electronic check,54,59.05,3273.15,329.8,0,No,West,0
23,F,Month-to-month,Credit card,0,77.98,46.6,257.4,2,No,West,1
69,M,Month-to-month,Electronic check,73,61.2,4634.95,259.1,1,No,South,0
25,M,Month-to-month,Bank transfer,55,68.05,3855.4,209.4,1,Yes,North,0
41,M,One year,Electronic check,36,117.05,4007.77,229.1,0,No,North,0
37,F,Month-to-month,Credit card,9,68.71000000000001,808.93,224.0,3,No,East,1
67,M,Month-to-month,Credit card,71,65.55,4799.1,244.1,1,No,Central,0
79,M,Month-to-month,Bank transfer,59,66.96,4022.62,226.0,1,No,South,0
79,F,One year,Mailed check,28,84.59,2254.33,160.8,0,No,North,0
21,F,Month-to-month,Bank transfer,32,78.9,2460.77,212.8,0,No,East,0
62,M,Month-to-month,Electronic check,68,70.12,4888.39,297.6,0,No,South,0
62,F,Two year,Credit card,54,81.12,4342.4,309.7,0,No,South,0
46,M,One year,Bank transfer,21,73.38,1372.75,273.5,1,No,Central,0
71,M,Month-to-month,Electronic check,15,96.52,1870.16,309.4,3,No,East,1
53,F,Month-to-month,Electronic check,60,40.3,2557.17,269.5,0,No,South,0
63,F,Month-to-month,Bank transfer,71,47.27,3618.65,317.4,2,No,East,0
75,F,Month-to-month,Mailed check,50,43.96,2302.79,257.9,1,Yes,West,0
77,M,Two year,Bank transfer,66,73.42,4909.28,264.6,1,No,Central,0
48,F,Month-to-month,Mailed check,44,50.63,2194.31,176.5,1,No,West,0
74,F,Month-to-month,Mailed check,52,24.71,1408.39,260.0,0,No,Central,0
44,F,Month-to-month,Bank transfer,10,96.33,740.13,201.5,2,No,West,0
64,F,One year,Electronic check,66,84.01,5596.07,346.4,0,No,Central,0
43,F,Two year,Credit card,57,53.24,3098.84,238.3,0,No,East,0
45,M,One year,Mailed check,52,85.51,4455.87,197.5,0,No,West,0
60,M,Month-to-month,Credit card,37,98.06,3528.64,223.1,1,No,East,0
27,M,Month-to-month,Electronic check,21,78.41,1507.69,304.5,2,No,South,0
54,M,Two year,Mailed check,13,75.73,827.09,365.9,0,No,East,0
50,F,One year,Electronic check,50,53.91,2821.39,158.8,1,No,North,0
49,F,One year,Electronic check,49,57.09,2868.23,237.1,0,No,North,0
36,F,Month-to-month,Electronic check,7,101.63,422.18,357.2,0,No,West,0
77,F,One year,Bank transfer,44,68.62,3047.96,241.1,0,No,Central,0
46,M,Month-to-month,Electronic check,18,57.38,1174.28,167.1,1,No,South,1
74,F,Month-to-month,Electronic check,56,57.13,3306.15,166.4,2,No,South,0
60,M,Month-to-month,Electronic check,69,25.15,1976.43,270.6,1,No,South,0
56,F,Two year,Electronic check,62,60.98,3921.17,168.9,1,No,South,0
41,M,Two year,Electronic check,49,36.23,1852.82,402.6,0,Yes,North,0
62,M,Month-to-month,Bank transfer,57,103.85,5843.65,202.9,1,Yes,Central,0
51,M,Two year,Electronic check,48,61.94,2973.82,302.1,0,No,East,0
84,F,Month-to-month,Bank transfer,61,65.01,4028.89,310.0,0,No,North,0
55,F,Month-to-month,Bank transfer,54,40.82,2274.55,220.6,0,Yes,West,0
34,M,Month-to-month,Electronic check,58,33.6,2202.43,168.0,2,Yes,West,0
23,F,Month-to-month,Electronic check,49,105.73,5293.93,286.0,4,No,North,1
27,M,One year,Credit card,14,83.0,1066.83,284.7,0,No,Central,0
51,M,Month-to-month,Electronic check,27,25.96,789.93,473.0,1,Yes,West,0
65,M,Month-to-month,Electronic check,53,15.13,1057.52,275.2,2,No,East,0
20,M,Month-to-month,Credit card,13,63.38,688.99,180.9,1,No,North,0
39,F,Month-to-month,Mailed check,40,65.29,2524.37,87.8,0,No,West,0
66,M,Month-to-month,Electronic check,13,78.97,930.68,342.5,1,No,West,0
39,M,Month-to-month,Bank transfer,10,51.89,452.83,148.2,0,No,East,0
57,M,One year,Electronic check,18,90.01,1909.95,134.2,2,No,South,1
84,M,Two year,Electronic check,44,90.23,4019.33,196.8,0,No,South,0
65,M,Month-to-month,Electronic check,42,37.28,1593.6,247.1,0,No,South,0
40,F,One year,Mailed check,19,46.31,848.76,254.9,0,No,North,0
29,M,Month-to-month,Bank transfer,49,18.53,1015.9,238.4,0,No,Central,0
45,M,Month-to-month,Electronic check,20,65.12,1116.04,168.6,0,No,South,0
82,F,Month-to-month,Electronic check,33,106.63,3313.26,202.8,0,No,South,0
75,F,Two year,Mailed check,45,52.85,2445.24,284.5,0,No,North,0
52,F,One year,Credit card,35,57.3,1997.9,258.8,0,No,North,0
60,M,Month-to-month,Electronic check,26,60.67,1496.93,208.9,1,No,West,0
81,F,Month-to-month,Electronic check,25,68.65,1658.9,157.1,3,No,South,0
22,M,Month-to-month,Bank transfer,27,84.23,2229.19,383.3,4,No,North,0
76,F,Two year,Credit card,15,73.56,923.29,143.1,1,Yes,North,0
79,M,One year,Bank transfer,20,69.66,1295.17,203.3,0,No,East,0
30,F,Month-to-month,Mailed check,26,64.39,1551.66,250.6,1,No,West,0
45,F,Month-to-month,Bank transfer,22,61.58,1203.87,224.4,1,No,North,0
26,F,Two year,Electronic check,52,56.48,3016.09,323.8,1,No,East,0
83,M,Month-to-month,Electronic check,27,49.36,1332.36,386.5,1,No,South,0
63,F,One year,Bank transfer,58,78.6,4619.09,152.1,1,No,North,0
27,F,Month-to-month,Mailed check,36,86.18,2966.17,280.5,0,No,Central,0
34,F,One year,Electronic check,62,43.62,2948.52,261.9,2,No,West,0
77,F,Month-to-month,Bank transfer,45,89.37,3928.3,209.8,1,No,Central,0
45,F,One year,Credit card,48,64.21,3127.08,150.3,0,No,South,0
38,M,Two year,Electronic check,67,33.01,2416.66,316.4,1,No,West,0
80,F,One year,Mailed check,35,73.72999999999999,2610.82,283.7,1,No,West,1
32,F,Month-to-month,Electronic check,20,95.04,1769.01,194.7,1,No,North,0
45,M,Month-to-month,Electronic check,27,72.9,1885.94,178.2,4,No,West,0
64,F,Month-to-month,Credit card,52,30.1,1756.76,449.7,1,No,East,0
73,M,One year,Mailed check,36,96.62,3360.08,289.2,0,No,South,0
41,F,Month-to-month,Mailed check,3,65.81,41.86,228.2,0,No,Central,0
46,F,Two year,Credit card,67,66.32,4565.85,165.4,0,No,Central,0
48,M,One year,Electronic check,19,31.41,625.89,203.0,0,No,North,0
65,M,One year,Bank transfer,23,104.35,2715.1,259.7,1,No,West,1
34,M,Month-to-month,Bank transfer,3,62.93000000000001,-21.46,205.7,0,No,Central,0
65,M,Month-to-month,Bank transfer,50,110.12,5590.35,319.0,1,Yes,South,1
40,F,Month-to-month,Bank transfer,40,81.79,3292.79,243.6,3,No,South,1
18,F,Month-to-month,Credit card,4,128.76999999999998,1201.83,265.6,3,No,West,1
73,M,One year,Credit card,8,69.95,353.73,231.5,0,No,East,0
30,F,Month-to-month,Electronic check,45,86.01,3843.97,253.4,0,No,Central,0
40,F,Month-to-month,Credit card,15,97.04,1819.54,210.3,1,Yes,North,1
78,M,Month-to-month,Mailed check,63,98.86,6305.67,197.9,0,No,East,0
44,F,Month-to-month,Electronic check,49,102.23,5066.63,167.9,3,No,South,1
53,F,Month-to-month,Bank transfer,9,74.27,982.38,207.4,2,No,West,1
59,M,One year,Bank transfer,54,55.69,3168.93,213.2,0,No,South,0
72,F,Month-to-month,Electronic check,32,114.98,3965.69,58.9,2,No,South,1
33,M,Two year,Mailed check,26,82.89,2073.91,255.8,0,No,Central,0
44,M,Month-to-month,Credit card,19,52.56,939.8,147.8,0,No,North,0
21,M,Month-to-month,Electronic check,32,100.23,3054.11,240.9,0,No,North,0
72,F,Month-to-month,Electronic check,10,87.11,627.72,362.9,2,No,Central,0
68,F,Month-to-month,Bank transfer,66,69.76,4767.0,228.1,0,Yes,South,0
69,F,Two year,Credit card,9,78.82,523.43,211.0,0,Yes,West,0
21,M,Two year,Electronic check,10,81.31,1144.94,215.6,1,No,South,1
23,M,Month-to-month,Electronic check,45,109.18,4777.36,289.7,1,No,West,0
26,M,Month-to-month,Credit card,54,86.57,4664.75,319.3,0,No,Central,0
62,M,One year,Bank transfer,9,39.28,229.25,131.7,0,No,East,0
39,M,Month-to-month,Bank transfer,25,98.3,2330.77,260.2,1,Yes,West,0
61,M,Month-to-month,Bank transfer,15,118.95,1486.87,274.6,0,No,North,0
41,F,Month-to-month,Electronic check,44,50.8,2269.08,404.6,0,No,Central,0
79,M,Two year,Electronic check,64,97.54,6229.51,109.8,1,No,South,0
49,M,Two year,Electronic check,6,94.94,1008.13,185.0,2,No,East,1
27,M,Month-to-month,Credit card,24,39.85,930.59,193.9,1,No,East,0
38,F,Month-to-month,Mailed check,67,56.84,3926.98,233.4,1,No,North,0
29,F,Month-to-month,Credit card,74,40.51,3276.64,226.3,0,No,North,0
55,M,Month-to-month,Electronic check,36,57.43,2162.95,151.5,0,No,West,0
20,F,Two year,Mailed check,65,82.38,5434.56,215.4,0,No,North,0
19,M,Month-to-month,Credit card,39,61.83,2384.95,138.4,2,No,West,0
73,F,One year,Credit card,18,57.51,954.62,342.7,0,No,Central,0
31,F,Two year,Electronic check,42,86.68,3621.47,229.3,0,No,West,0
39,F,Month-to-month,Electronic check,26,80.45,2200.79,307.6,1,No,East,1
35,F,Month-to-month,Mailed check,68,75.39,5168.77,270.9,1,No,West,0
54,F,Month-to-month,Bank transfer,14,65.49,742.55,272.9,2,No,Central,0
45,M,Month-to-month,Electronic check,42,86.5,3538.27,234.0,2,No,West,0
63,M,Month-to-month,Electronic check,28,70.32,1828.84,210.4,2,No,West,0
73,M,Month-to-month,Bank transfer,48,61.78,3056.68,184.9,0,No,Central,0
55,F,Month-to-month,Electronic check,29,98.0,2691.86,262.2,0,No,Central,0
45,M,Month-to-month,Electronic check,42,73.94,3044.77,141.1,2,No,Central,1
74,M,One year,Bank transfer,37,71.58,2612.92,206.6,0,No,South,0
67,F,Month-to-month,Bank transfer,24,39.17,932.52,292.7,1,No,South,0
39,M,Month-to-month,Electronic check,51,97.43,4960.74,285.4,2,No,East,1
45,F,One year,Credit card,70,59.0,4239.88,128.7,0,No,East,0
54,M,One year,Mailed check,72,87.89,6314.01,233.0,1,Yes,North,0
43,F,Month-to-month,Electronic check,13,25.13,275.31,356.6,1,No,North,0
46,F,Month-to-month,Electronic check,19,44.81,921.39,267.8,2,No,North,1
61,M,One year,Bank transfer,60,44.03,2732.8,181.1,0,Yes,North,0
56,F,Month-to-month,Electronic check,70,92.73,6561.04,63.8,1,No,East,0
78,F,Month-to-month,Mailed check,8,72.81,274.95,460.2,3,Yes,South,0
19,M,Two year,Electronic check,7,78.12,915.09,366.8,1,Yes,East,1
61,F,Month-to-month,Credit card,68,44.23,3245.29,102.0,3,No,Central,0
48,M,Month-to-month,Bank transfer,17,23.92,378.37,255.7,1,No,West,0
25,M,Two year,Electronic check,62,36.43,2461.91,252.4,0,No,Central,0
57,M,One year,Bank transfer,73,67.04,4975.25,227.0,0,Yes,West,0
37,M,One year,Electronic check,47,5.0,441.49,274.2,1,Yes,East,0
79,M,Month-to-month,Electronic check,18,49.15,809.6,111.6,1,No,Central,0
63,F,Month-to-month,Electronic check,27,61.900000000000006,1589.3,149.0,1,No,North,0
55,M,Two year,Electronic check,27,81.15,2144.19,380.0,1,No,Central,0
38,F,Month-to-month,Electronic check,64,60.25,3958.87,269.1,1,No,North,0
58,M,One year,Credit card,54,5.0,500.51,92.6,0,No,South,0
69,F,Two year,Credit card,3,51.36,7.4,231.0,1,No,South,0
45,M,One year,Bank transfer,72,25.59,2055.33,98.6,0,No,North,0
80,M,Month-to-month,Credit card,8,117.88,577.17,243.7,0,Yes,East,0
46,M,Month-to-month,Credit card,36,71.94,2582.64,133.2,1,Yes,Central,1
44,F,Month-to-month,Mailed check,25,78.63,1814.89,193.0,0,No,East,0
77,M,One year,Electronic check,59,74.16,4442.88,213.9,2,No,South,0
71,F,Month-to-month,Credit card,21,86.75,1768.31,306.3,1,No,North,0
57,M,Month-to-month,Electronic check,0,29.16,-40.84,135.7,3,No,West,1
78,M,One year,Bank transfer,49,20.85,1216.23,329.7,0,Yes,South,0
66,M,One year,Bank transfer,13,112.26,1198.86,336.0,0,No,North,0
76,F,Month-to-month,Credit card,25,76.44,1764.59,170.5,2,No,East,0
74,M,Month-to-month,Credit card,69,51.63,3629.39,156.9,2,No,South,0
43,M,Month-to-month,Bank transfer,14,79.05,1422.34,199.9,1,Yes,South,1
39,M,One year,Bank transfer,19,42.01,686.44,236.7,0,No,East,0
30,M,Month-to-month,Electronic check,63,53.11,3501.63,197.1,1,No,Central,0
82,F,Two year,Mailed check,43,70.94,3021.68,304.4,2,No,North,1
68,M,One year,Electronic check,46,72.06,3315.65,381.1,0,No,West,0
25,M,Month-to-month,Electronic check,41,60.46,2507.79,315.4,0,No,South,0
82,M,Month-to-month,Credit card,48,70.5,3404.08,261.5,0,No,Central,0
46,F,One year,Electronic check,54,34.85,2026.17,295.9,2,No,Central,0
60,F,Month-to-month,Electronic check,40,87.61,3615.37,366.0,2,No,East,1
45,F,Month-to-month,Electronic check,25,86.09,2027.39,393.7,1,No,South,0
68,M,Month-to-month,Electronic check,34,88.24,2861.7,263.9,0,Yes,Central,0
44,M,Month-to-month,Electronic check,19,89.7,1596.89,226.8,0,No,Central,0
